,Tweet_ID,Score,Twitt_Text,Words
0,1246952078867484672,0.1875,"{ An Evening of Art: Love in the time of Corona }

curated by nebulaandthevelvetqueen (check out her page for other submissions😇✌🏾💖)

~~~~~~~~~~~~~~~~~~~~~~ LUV U GRL PT. 2 #artinthetimeofcorona #luvugrl #xxyyxx…  ","['evening', 'art', 'love', 'time', 'corona', 'curated', 'nebulaandthevelvetqueen', 'check', 'page', 'submission', 'luv', 'u', 'grl', 'pt', '2', 'artinthetimeofcorona', 'luvugrl', 'xxyyxx']"
1,1246952288092028932,0.03055555555555556,"Small things like finally changing my sheets, eating half an avocado, having coffee, doing laundry, and finally getting back to Sunday yoga made my 7th day post Corona nice.  Jackson Heights–Roosevelt Avenue/74th…  ","['small', 'thing', 'like', 'finally', 'changing', 'sheet', 'eating', 'half', 'avocado', 'coffee', 'laundry', 'finally', 'getting', 'back', 'sunday', 'yoga', 'made', '7th', 'day', 'post', 'corona', 'nice', 'jackson', 'height', 'roosevelt', 'avenue', '74th']"
2,1246952639671095296,0.2277777777777777,"It’s clear now the world won’t get rolling again pretty quickly.
.
.
.
#rain #rainyday #rainy #rainyweather #moody #moodygrams #citykillerz #cityscapenyc #coronavirus #corona #virus #isolation #COVID19 #emptystreets…  ","['clear', 'world', 'get', 'rolling', 'pretty', 'quickly', 'rain', 'rainyday', 'rainy', 'rainyweather', 'moody', 'moodygrams', 'citykillerz', 'cityscapenyc', 'coronavirus', 'corona', 'virus', 'isolation', 'covid19', 'emptystreets']"
3,1246952804079599616,0.0,"🇫🇷 France

🔮: 10📆 25,723💀
🔮: 42📆 18,654,719🤧 261,166💀

🦠x2: 4.0📆

See  

🕛 06/04 #CovidFrance

3/3  ","['france', '10', '25', '723', '42', '18', '654', '719', '261', '166', 'x2', '4', '0', 'see', '06', '04', 'covidfrance', '3', '3']"
4,1246953311909134336,0.203968253968254,"🇩🇪 Germany

Notes: In Lock-down, Very Large Testing Rate, Following WHO Advice, Adequate PPE

🔮: 10📆 3,610💀
🔮: 93📆 520,707🤧 7,290💀

🦠x2: 11.8📆

See  

🕛 06/04 #CovidGermany

3/3  ","['germany', 'note', 'lock', 'large', 'testing', 'rate', 'following', 'advice', 'adequate', 'ppe', '10', '3', '610', '93', '520', '707', '7', '290', 'x2', '11', '8', 'see', '06', '04', 'covidgermany', '3', '3']"
5,1246953819612872704,-0.2,"🇮🇳 India

Notes: Heavily Locked-down, Unreliable Data, Poverty

🔮: 10📆 489💀
🔮: 67📆 685,445,130🤧 9,596,232💀

🦠x2: 5.4📆

See  

🕛 06/04 #CovidIndia

3/3  ","['india', 'note', 'heavily', 'locked', 'unreliable', 'data', 'poverty', '10', '489', '67', '685', '445', '130', '9', '596', '232', 'x2', '5', '4', 'see', '06', '04', 'covidindia', '3', '3']"
6,1246953999695335426,-0.2916666666666667,"-Corona Brisket 2020-
Quarantine is hard but the brisket is tender...🤤  Queen Creek, Arizona  ","['corona', 'brisket', '2020', 'quarantine', 'hard', 'brisket', 'tender', 'queen', 'creek', 'arizona']"
7,1246954183049134080,0.5333333333333333,"Don't forget guys, you can order home delivery via WhatsApp +62 819-3624-8590 any time from 10am-9pm,

Best food in Bali delivered direct to your door, corona virus safe from Speedway Cafe Jl Mertanadi No 63…  ","['forget', 'guy', 'order', 'home', 'delivery', 'via', 'whatsapp', '62', '819', '3624', '8590', 'time', '10am', '9pm', 'best', 'food', 'bali', 'delivered', 'direct', 'door', 'corona', 'virus', 'safe', 'speedway', 'cafe', 'jl', 'mertanadi', '63']"
8,1246954212757508103,0.1875,"{ An Evening of Art: Love in the time of Corona }

curated by nebulaandthevelvetqueen (check out her page for other submissions😇✌🏾💖)
~~~~~~~~~~~~~~~~~~~~~~ LUV U GRL PT. 3 #artinthetimeofcorona #luvugrl #xxyyxx…  ","['evening', 'art', 'love', 'time', 'corona', 'curated', 'nebulaandthevelvetqueen', 'check', 'page', 'submission', 'luv', 'u', 'grl', 'pt', '3', 'artinthetimeofcorona', 'luvugrl', 'xxyyxx']"
9,1246954973306523649,0.1875,"{ An Evening of Art: Love in the time of Corona }

curated by nebulaandthevelvetqueen (check out her page for other submissions😇✌🏾💖)
~~~~~~~~~~~~~~~~~~~~~~ LUV U GRL PT. 4 #artinthetimeofcorona #luvugrl #xxyyxx…  ","['evening', 'art', 'love', 'time', 'corona', 'curated', 'nebulaandthevelvetqueen', 'check', 'page', 'submission', 'luv', 'u', 'grl', 'pt', '4', 'artinthetimeofcorona', 'luvugrl', 'xxyyxx']"
