,Tweet_ID,Score,Twitt_Text,Words
0,1280313875536248833,0.9,Covid didn't stop my friends from making my 40th birthday special-2 weekends in a row! 😘 love yall!!! Thank you for all the birthday wishes! You can tell I'm grown by my gifts (and I can't wait to use them 🤗) lol…  ,"['covid', 'stop', 'friend', 'making', '40th', 'birthday', 'special', '2', 'weekend', 'row', 'love', 'yall', 'thank', 'birthday', 'wish', 'tell', 'grown', 'gift', 'wait', 'use', 'lol']"
1,1280313977843576832,0.0,"How America Lost the War on Covid-19: It wasn’t because of our culture, it was because of our leadership.   (vía NYtimes)  ","['america', 'lost', 'war', 'covid', '19', 'culture', 'leadership', 'v', 'nytimes']"
2,1280314212401676288,0.0,"Reason for starting the cleanup.

Visit  

#blog #life #QuarantineLife #quarantine #ECQLife #ECQ #stayathome #garden #healinggarden #gardening #hobby…  ","['reason', 'starting', 'cleanup', 'visit', 'blog', 'life', 'quarantinelife', 'quarantine', 'ecqlife', 'ecq', 'stayathome', 'garden', 'healinggarden', 'gardening', 'hobby']"
3,1280314628522815488,0.0,"Just in case you need to update your #ooo or #pto schedule.  #holidays #atlanta #covid19  Atlanta, Georgia  ","['case', 'need', 'update', 'ooo', 'pto', 'schedule', 'holiday', 'atlanta', 'covid19', 'atlanta', 'georgia']"
4,1280315108976144384,-0.25,Imagine...  being in #Coronavirus #pandemic #covid_19 #covid19 #2020 trapped with #racheluchitel and her kid...dodged a 🚀 bro! #culvercity #losangeles #hollywood #california …  ,"['imagine', 'coronavirus', 'pandemic', 'covid', '19', 'covid19', '2020', 'trapped', 'racheluchitel', 'kid', 'dodged', 'bro', 'culvercity', 'losangeles', 'hollywood', 'california']"
5,1280315452074360834,0.14285714285714285,Today we lost my grandpa Bob White to COVID.   He enlisted right out of HS in 1944 and served in the Pacific in WWII on a ship that supported the Marines at the battle of Iwo Jima.  He and…  ,"['today', 'lost', 'grandpa', 'bob', 'white', 'covid', 'enlisted', 'right', 'h', '1944', 'served', 'pacific', 'wwii', 'ship', 'supported', 'marine', 'battle', 'iwo', 'jima']"
6,1280315849971167232,0.5,0,0
7,1280316335365505024,0.0,Need Embroidery? Contact My Girl  🧵🧵🧵 #embroidery #stiching #alterations #covid #mask 😷😷😷  Downtown Albuquerque  ,"['need', 'embroidery', 'contact', 'girl', 'embroidery', 'stiching', 'alteration', 'covid', 'mask', 'downtown', 'albuquerque']"
8,1280316430446202882,-0.2046296296296296,"Rough and Tough URBAN beauty
#amitgraphy #capture #moments #nonstop #cactus #green #dhaka #bangladesh #urbanphotography #rouge #tough #zoomlife #throwback #dark #background #lockdown #diaries  R.K. Mission Road  ","['rough', 'tough', 'urban', 'beauty', 'amitgraphy', 'capture', 'moment', 'nonstop', 'cactus', 'green', 'dhaka', 'bangladesh', 'urbanphotography', 'rouge', 'tough', 'zoomlife', 'throwback', 'dark', 'background', 'lockdown', 'diary', 'r', 'k', 'mission', 'road']"
9,1280316931560468480,0.1,"5 July 2020

Reserved [187/366]

There is some ""COVID art"" on one of the buildings at Valencia and 20th that I wanted to see and photograph, so despite that my heart wasn't really in it (taking a walk, that is), I…  ","['5', 'july', '2020', 'reserved', '187', '366', 'covid', 'art', 'one', 'building', 'valencia', '20th', 'wanted', 'see', 'photograph', 'despite', 'heart', 'really', 'taking', 'walk']"
10,1280317464803512322,0.0,"Short &amp; Sassy💜
------
#TouchedbyTangibles #healthyhair #shorthairdontcare #shorthair #relaxedhair #influancehaircare #quarantine2020 #covid19 #njstylist #njbestsalon #southjerseysalons #socialdistancing #getthelook…  ","['short', 'amp', 'sassy', 'touchedbytangibles', 'healthyhair', 'shorthairdontcare', 'shorthair', 'relaxedhair', 'influancehaircare', 'quarantine2020', 'covid19', 'njstylist', 'njbestsalon', 'southjerseysalons', 'socialdistancing', 'getthelook']"
11,1280318452478214146,0.23375,You really could get almost any food here in Bangkok. So when COVID-19 ravages the U.S. it doesn’t stop you getting a good old-fashioned Philly cheesesteak from delivery-only South Philly Takeaway. Due to high…  ,"['really', 'could', 'get', 'almost', 'food', 'bangkok', 'covid', '19', 'ravage', 'u', 'stop', 'getting', 'good', 'old', 'fashioned', 'philly', 'cheesesteak', 'delivery', 'south', 'philly', 'takeaway', 'due', 'high']"
12,1280318993606336514,0.0,"Fruit snack delivery. 😋🥰
#COVID19 #cuarentena #amorenlostiemposdeCOVID19  Fifth Ward, Houston  ","['fruit', 'snack', 'delivery', 'covid19', 'cuarentena', 'amorenlostiemposdecovid19', 'fifth', 'ward', 'houston']"
13,1280319386352594944,0.14444444444444446,An important reminder to wear a face-covering while out in public and to maintain social distancing  ,"['important', 'reminder', 'wear', 'face', 'covering', 'public', 'maintain', 'social', 'distancing']"
14,1280319628338577408,0.225,"A it of winter colour for a grey Melbourne day. Hoping for better Covid numbers today 🤞🤞 #australianwattle #australia #melbourne #flattenthecurve #lockdown #outandbout #winterflowers  Brunswick, Victoria  ","['winter', 'colour', 'grey', 'melbourne', 'day', 'hoping', 'better', 'covid', 'number', 'today', 'australianwattle', 'australia', 'melbourne', 'flattenthecurve', 'lockdown', 'outandbout', 'winterflowers', 'brunswick', 'victoria']"
15,1280320051531448321,0.0,"Monday mood going into WEEK 17 of quarantine.
.
#quarantine #willitend #saveme #mondaymotivation #mondayblues  Tri-Cities, Washington  ","['monday', 'mood', 'going', 'week', '17', 'quarantine', 'quarantine', 'willitend', 'saveme', 'mondaymotivation', 'mondayblues', 'tri', 'city', 'washington']"
16,1280320131436953600,0.2489583333333333,"Most people (Americans at least) think of breakfast cereal when you say, ""Lucky Charms."" The more I travel to Japan (not this summer thanks to you COVID19! Grr.), the more lucky charms become other things to me. I…  ","['people', 'american', 'least', 'think', 'breakfast', 'cereal', 'say', 'lucky', 'charm', 'travel', 'japan', 'summer', 'thanks', 'covid19', 'grr', 'lucky', 'charm', 'become', 'thing']"
17,1280320133802713089,0.0,For those of you out there needing a dam picture to focus on instead of Covid-19 issues! #tygartlake #tygartdam #chef_scott67 #summer #graftonwv #armycorpsofengineers  Tygart Dam  ,"['needing', 'dam', 'picture', 'focus', 'instead', 'covid', '19', 'issue', 'tygartlake', 'tygartdam', 'chef', 'scott67', 'summer', 'graftonwv', 'armycorpsofengineers', 'tygart', 'dam']"
