,Tweet_ID,Score,Twitt_Text,Words
0,1261779901897736194,0.0,"By disregarding #COVID19 prevention measures, you can put yourself &amp; others at risk

Places authorised to be opened should operate under controlled access &amp; adhere to preventive measures such as physical…  ","['disregarding', 'covid19', 'prevention', 'measure', 'put', 'amp', 'others', 'risk', 'place', 'authorised', 'opened', 'operate', 'controlled', 'access', 'amp', 'adhere', 'preventive', 'measure', 'physical']"
1,1261780059247042563,0.0,"Hoping for the best..as always..
.
.
#eldavion #carpediem #fxandydenanda #innsidebymelia #innsideyogyakarta  #covid19 #coronavirus #pandemic #stayhome #stayathome #staysafe #staystrong #indonesiabisa …  ","['hoping', 'best', 'always', 'eldavion', 'carpediem', 'fxandydenanda', 'innsidebymelia', 'innsideyogyakarta', 'covid19', 'coronavirus', 'pandemic', 'stayhome', 'stayathome', 'staysafe', 'staystrong', 'indonesiabisa']"
2,1261780118055333891,0.55,"Masks protect you and me. Keep in mind, It’s ALWAYS Cool To Be Kind and keep your health in mind! 🐝✌🏼 #c2bk 

#covid19 #maskson #stopthespread #KindnessMatters #mask #dontcoughonme  Texas  ","['mask', 'protect', 'keep', 'mind', 'always', 'cool', 'kind', 'keep', 'health', 'mind', 'c2bk', 'covid19', 'maskson', 'stopthespread', 'kindnessmatters', 'mask', 'dontcoughonme', 'texas']"
3,1261780140457168904,0.08051948051948052,‘In plain view at Coney Island during the Covid 2020’ ..Brave or ill-informed New Yorkers enjoy themselves on the shoreline of Coney Island during the second warmest day of the year 2020 amidst an epidemic and try…  ,"['plain', 'view', 'coney', 'island', 'covid', '2020', 'brave', 'ill', 'informed', 'new', 'yorkers', 'enjoy', 'shoreline', 'coney', 'island', 'second', 'warmest', 'day', 'year', '2020', 'amidst', 'epidemic', 'try']"
4,1261780245495132160,0.2,"#BBoy is practicing #SociallyDistant #sunbathing - indoors. It’s a thing. Thanks #Coronavirus #2020life  Clarkston, Michigan  ","['bboy', 'practicing', 'sociallydistant', 'sunbathing', 'indoors', 'thing', 'thanks', 'coronavirus', '2020life', 'clarkston', 'michigan']"
5,1261780252625379334,0.2727272727272728,"Great News 🙌🏼⠀
⠀
Before Covid-19 our plan was to hold a few more workshops before rolling out our own online classes, well we’ve skipped a phase 😉⠀
⠀
You can now join me everyday for a LIVE Pilates, Mobility or…  ","['great', 'news', 'covid', '19', 'plan', 'hold', 'workshop', 'rolling', 'online', 'class', 'well', 'skipped', 'phase', 'join', 'everyday', 'live', 'pilate', 'mobility']"
6,1261780331243302914,0.2575757575757576,"Enjoying the beach during Covid-19, New Jersey style  Bradley Beach, New Jersey  ","['enjoying', 'beach', 'covid', '19', 'new', 'jersey', 'style', 'bradley', 'beach', 'new', 'jersey']"
7,1261780661981020161,-0.06111111111111112,"One of my coronavirus social distancing hobbies has been designing  ideas. I call this concept ""Intergalactic Pizza Delivery.""
Apple farmer John Aeble is bouncing down the road in his old-timey truck when…  ","['one', 'coronavirus', 'social', 'distancing', 'hobby', 'designing', 'idea', 'call', 'concept', 'intergalactic', 'pizza', 'delivery', 'apple', 'farmer', 'john', 'aeble', 'bouncing', 'road', 'old', 'timey', 'truck']"
8,1261780727861055491,0.0,"Masked 2020: A photo essay by Dawn Hoffman 
Masks of the day! (Day 22)
.
.
.
#mask #humanity  #masked #quarantine #eyes #safetyfirst #quarantinelife #covid19 #thankyou #lockdown #coronavirus  #portraitphotography…  ","['masked', '2020', 'photo', 'essay', 'dawn', 'hoffman', 'mask', 'day', 'day', '22', 'mask', 'humanity', 'masked', 'quarantine', 'eye', 'safetyfirst', 'quarantinelife', 'covid19', 'thankyou', 'lockdown', 'coronavirus', 'portraitphotography']"
9,1261780943443984384,0.6,0,0
10,1261781113070145536,0.1787878787878788,‘At Play at Coney Island during the Covid 2020’ ..Brave or ill-informed New Yorkers enjoy themselves on the shoreline of Coney Island during the second warmest day of the year 2020 amidst an epidemic and try to get…  ,"['play', 'coney', 'island', 'covid', '2020', 'brave', 'ill', 'informed', 'new', 'yorkers', 'enjoy', 'shoreline', 'coney', 'island', 'second', 'warmest', 'day', 'year', '2020', 'amidst', 'epidemic', 'try', 'get']"
11,1261781127125037056,0.175,"The Future is RHEMA 🧬 Tune in tomorrow morning for the full virtual experience ❕Starts at 10:40 am therchurch 
_
#virtualchurch #atlantachurches #worshipservice #covid_19 #memoji #corona #quarantine  Atlanta, Georgia  ","['future', 'rhema', 'tune', 'tomorrow', 'morning', 'full', 'virtual', 'experience', 'start', '10', '40', 'therchurch', 'virtualchurch', 'atlantachurches', 'worshipservice', 'covid', '19', 'memoji', 'corona', 'quarantine', 'atlanta', 'georgia']"
12,1261781315264880641,0.175,"What a beautiful send off for Safa Afsar, a nurse from Birmingham who died serving the nation during the #coronavirus crisis. She sadly lost her dad to the virus two weeks before. #NHSheroes  Birmingham, United Kingdom  ","['beautiful', 'send', 'safa', 'afsar', 'nurse', 'birmingham', 'died', 'serving', 'nation', 'coronavirus', 'crisis', 'sadly', 'lost', 'dad', 'virus', 'two', 'week', 'nhsheroes', 'birmingham', 'united', 'kingdom']"
13,1261781351721811970,0.0,"just_want_to_live30 my brother from another mother. 131st to infinity. Don’t judge me for not having a post corona haircut. I ain’t in no rush.  Garfield Heights, Ohio  ","['want', 'live30', 'brother', 'another', 'mother', '131st', 'infinity', 'judge', 'post', 'corona', 'haircut', 'rush', 'garfield', 'height', 'ohio']"
14,1261781646447017984,0.0,Open Streets Covid-19 edition 🦠 #toronto #bayview #takethettc #ttczone #transitnerd #chasingstreetcars #chasingtransit #capturetransit #openstreets #cbcyourgta #streetsoftoronto  Lower Don Recreational Trail  ,"['open', 'street', 'covid', '19', 'edition', 'toronto', 'bayview', 'takethettc', 'ttczone', 'transitnerd', 'chasingstreetcars', 'chasingtransit', 'capturetransit', 'openstreets', 'cbcyourgta', 'streetsoftoronto', 'lower', 'recreational', 'trail']"
15,1261781784754339840,0.35416666666666663,"Hard days are the best because that's when champions are made! COVID-19 provided a million reasons for me to put my dreams on hold and wait to build my brand. But I said, “Nah F*ck That!” I birthed this baby during a…  ","['hard', 'day', 'best', 'champion', 'made', 'covid', '19', 'provided', 'million', 'reason', 'put', 'dream', 'hold', 'wait', 'build', 'brand', 'said', 'nah', 'f', 'ck', 'birthed', 'baby']"
16,1261781860646031361,0.3181818181818182,"Covid can't stop me from working and doing what I love 💪 #poolguy #happycustomers  Rexford, New York  ","['covid', 'stop', 'working', 'love', 'poolguy', 'happycustomers', 'rexford', 'new', 'york']"
17,1261781885664952320,1.0,Way to go  grads! I remember when you were just getting into #middleschool ! (Great pic katelynlong79) Here’s to celebrating your traditions in an untraditional way! #graduationcelebration #covid19…  ,"['way', 'go', 'grad', 'remember', 'getting', 'middleschool', 'great', 'pic', 'katelynlong79', 'celebrating', 'tradition', 'untraditional', 'way', 'graduationcelebration', 'covid19']"
18,1261781886134882304,1.0,Way to go  grads! I remember when you were just getting into #middleschool ! (Great pic katelynlong79) Here’s to celebrating your traditions in an untraditional way! #graduationcelebration #covid19…  ,"['way', 'go', 'grad', 'remember', 'getting', 'middleschool', 'great', 'pic', 'katelynlong79', 'celebrating', 'tradition', 'untraditional', 'way', 'graduationcelebration', 'covid19']"
19,1261782064996720645,-0.1625,"Are you having trouble paying rent as a result of the Covid-19 Pandemic? The EMERGENCY Rental Assistance Program can provide up to $1,000 towards monthly rent for up to 3 months. Applications are due by May 31, 2020.…  ","['trouble', 'paying', 'rent', 'result', 'covid', '19', 'pandemic', 'emergency', 'rental', 'assistance', 'program', 'provide', '1', '000', 'towards', 'monthly', 'rent', '3', 'month', 'application', 'due', 'may', '31', '2020']"
