,Tweet_ID,Score,Twitt_Text,Words
0,1272282280460005376,0.0,"#the100dayproject#windowcleaner#day69

#the100day#covid19#quarantine#space#lockdown#quarantinelife#covıd_19#coronavírus#timelapse#day79
￼  Poole, Dorset  ","['the100dayproject', 'windowcleaner', 'day69', 'the100day', 'covid19', 'quarantine', 'space', 'lockdown', 'quarantinelife', 'cov', '19', 'coronav', 'ru', 'timelapse', 'day79', 'poole', 'dorset']"
1,1272282376450846721,-0.6,"Grilling spatchcock chicken 🐓. With Sauvignon Blanc and Covid Hair. 😬 #summervibes #winetime #chicken #bbq #covid19 #covidhair  Newmarket, Ontario  ","['grilling', 'spatchcock', 'chicken', 'sauvignon', 'blanc', 'covid', 'hair', 'summervibes', 'winetime', 'chicken', 'bbq', 'covid19', 'covidhair', 'newmarket', 'ontario']"
2,1272282750482030593,0.3,"Professional Salon Color Service transformation , Bye bye Quarantaine Corona     , Feel safe &amp; get protected at #kbalsupernatural all #workteam are going to #wear a #mask during the…  ","['professional', 'salon', 'color', 'service', 'transformation', 'bye', 'bye', 'quarantaine', 'corona', 'feel', 'safe', 'amp', 'get', 'protected', 'kbalsupernatural', 'workteam', 'going', 'wear', 'mask']"
3,1272282890093522944,0.2643202861952862,"I keep hearing, ""We need to live our lives"" and that is very true! Just don't let your guard down, hang out at huge parties/gatherings or act live Covid has been magically ""cured"" because…  ","['keep', 'hearing', 'need', 'live', 'life', 'true', 'let', 'guard', 'hang', 'huge', 'party', 'gathering', 'act', 'live', 'covid', 'magically', 'cured']"
4,1272283390738411523,-0.012500000000000013,"Deeply cleaned. Spiritually energized. I am ready for you!

With Covid cases still rising, we are reopening slowly. Check our website for details. Our classes will be offered at the studio and will be streamed…  ","['deeply', 'cleaned', 'spiritually', 'energized', 'ready', 'covid', 'case', 'still', 'rising', 'reopening', 'slowly', 'check', 'website', 'detail', 'class', 'offered', 'studio', 'streamed']"
5,1272283570187325440,0.0,"Basketball is coming back!   #NBA #Basketball #Disney #Orlando #NBAPlayoffs #NBAFinals  Orlando, Florida  ","['basketball', 'coming', 'back', 'nba', 'basketball', 'disney', 'orlando', 'nbaplayoffs', 'nbafinals', 'orlando', 'florida']"
6,1272284031694983169,0.0,Americans saying “this could’ve been us” obviously don’t know any Americans...🙄  ,"['american', 'saying', 'could', 'u', 'obviously', 'know', 'american']"
7,1272284033645514753,0.2130681818181818,"New #facemasks in my #Etsy store!  I have #rainbow #bugs #bling and #whale fabrics!  #stpeteway #wearamask #covid19  Saint Petersburg, Florida  ","['new', 'facemasks', 'etsy', 'store', 'rainbow', 'bug', 'bling', 'whale', 'fabric', 'stpeteway', 'wearamask', 'covid19', 'saint', 'petersburg', 'florida']"
8,1272284104004861953,-0.5,"I thought they said 🦠 would come back after the summer...

(CNN) - The number of coronavirus cases and hospitalizations have gone up in some states, a bleak reminder that the pandemic…  ","['thought', 'said', 'would', 'come', 'back', 'summer', 'cnn', 'number', 'coronavirus', 'case', 'hospitalization', 'gone', 'state', 'bleak', 'reminder', 'pandemic']"
9,1272284249568063488,0.3385416666666667,0,0
10,1272284365859495938,0.3,"Professional Salon Color Service transformation , Bye bye Quarantaine Corona     , Feel safe &amp; get protected at #kbalsupernatural all #workteam are going to #wear a #mask during the…  ","['professional', 'salon', 'color', 'service', 'transformation', 'bye', 'bye', 'quarantaine', 'corona', 'feel', 'safe', 'amp', 'get', 'protected', 'kbalsupernatural', 'workteam', 'going', 'wear', 'mask']"
11,1272284422742646789,0.0,Lockdown desolation 3/3 // #lockdown #lockdown2020 #quarantine #quarantinelife #coronavirus #nottingham #blackandwhitephotography #bnw #abandoned #urbex #abandonedplaces #decay #lostplaces #urbexphotography…  ,"['lockdown', 'desolation', '3', '3', 'lockdown', 'lockdown2020', 'quarantine', 'quarantinelife', 'coronavirus', 'nottingham', 'blackandwhitephotography', 'bnw', 'abandoned', 'urbex', 'abandonedplaces', 'decay', 'lostplaces', 'urbexphotography']"
12,1272284546172665862,0.0,"🎍perhaps the #last #time #coventgarden will be this #quiet - nonessential #shops #open from #tomorrow 🎍
.
.
#coronavirus #londonedition #london  #walking #thisislondon #travelgram #spring #lifediary #instagood…  ","['perhaps', 'last', 'time', 'coventgarden', 'quiet', 'nonessential', 'shop', 'open', 'tomorrow', 'coronavirus', 'londonedition', 'london', 'walking', 'thisislondon', 'travelgram', 'spring', 'lifediary', 'instagood']"
13,1272285045236076547,0.13,"Havent been able to create anything today. Still feeling pretty rough from the last 2 weeks and today we (my family) have to virtually say goodbye to my uncle who passed away from COVID-19 last week 😔💔 
•
Anyway. ..…  ","['havent', 'able', 'create', 'anything', 'today', 'still', 'feeling', 'pretty', 'rough', 'last', '2', 'week', 'today', 'family', 'virtually', 'say', 'goodbye', 'uncle', 'passed', 'away', 'covid', '19', 'last', 'week', 'anyway']"
