,Tweet_ID,Score,Twitt_Text,Words
0,1263878411082174464,-0.0625,I challenge you to #SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian   #BillionShieldsChallenge #faceshield ^  ,"['challenge', 'savetheworld', 'coronavirus', 'recycle', 'empty', 'soda', 'bottle', 'face', 'shield', 'become', 'hero', 'billionshields', 'russian', 'billionshieldschallenge', 'faceshield']"
1,1263878587628883974,0.0,#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus!   #BillionShieldsChallenge #faceshield ^  ,"['billionshields', 'challenge', 'challenge', 'savetheworld', 'thanksdoc', 'coronavirus', 'billionshieldschallenge', 'faceshield']"
2,1263878763747717120,-0.125,❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!    #BillionShieldsChallenge #faceshield ^  ,"['challenge', 'savetheworld', 'covid', '19', 'recycle', 'empty', 'soda', 'bottle', 'face', 'shield', 'become', 'hero', 'billionshieldschallenge', 'faceshield']"
3,1263878816046424064,0.2575757575757576,"Live steam yoga with  and  🧘🏼‍♂️
.  .  .
#yoga #yogapractice #yogainspiration #livestream #30daychallenge #yogi #yogisofinstagram #covid19 #anchor #mind #body #live #love  Washington…  ","['live', 'steam', 'yoga', 'yoga', 'yogapractice', 'yogainspiration', 'livestream', '30daychallenge', 'yogi', 'yogisofinstagram', 'covid19', 'anchor', 'mind', 'body', 'live', 'love', 'washington']"
4,1263878851588952064,-0.125,Would you like to help a billion people? I challenge you to #SaveTheWorld from #Coronavirus! Help your friends and neighbors recycle empty soda bottles into face shields and become a hero!     #BillionShieldsChallenge #faceshield ^  ,"['would', 'like', 'help', 'billion', 'people', 'challenge', 'savetheworld', 'coronavirus', 'help', 'friend', 'neighbor', 'recycle', 'empty', 'soda', 'bottle', 'face', 'shield', 'become', 'hero', 'billionshieldschallenge', 'faceshield']"
5,1263878999866068994,0.0,#Corona helps 🙏🌹  Krishna Institute of Technology Kanpur  ,"['corona', 'help', 'krishna', 'institute', 'technology', 'kanpur']"
6,1263879269186523136,0.5,"We've taken every possible precaution to make our office safe for both our wonderful clients and our team. 
Please #staysafe
#propertyforsale 
#property
#covid
#propertyvaluations  Housesetc  ","['taken', 'every', 'possible', 'precaution', 'make', 'office', 'safe', 'wonderful', 'client', 'team', 'please', 'staysafe', 'propertyforsale', 'property', 'covid', 'propertyvaluations', 'housesetc']"
7,1263879522744762368,0.2125,"Art in the time of Covid .... a corona virus collaboration true story!
I purchased a roylichtenstein inspired painting from artist  who was surprised that I recognized his reference. I’m an old head and…  ","['art', 'time', 'covid', 'corona', 'virus', 'collaboration', 'true', 'story', 'purchased', 'roylichtenstein', 'inspired', 'painting', 'artist', 'surprised', 'recognized', 'reference', 'old', 'head']"
8,1263879578231209984,0.3125,"Things are looking up 🌱🤩🌴 As #COVID19 cases in #Hawaii remain low, what are safe ways for our partners to offer #hepatitis services? Let us know your ideas! 😷💡 #healthywelivehawaii #takeTHAThepatitis  Moanalua…  ","['thing', 'looking', 'covid19', 'case', 'hawaii', 'remain', 'low', 'safe', 'way', 'partner', 'offer', 'hepatitis', 'service', 'let', 'u', 'know', 'idea', 'healthywelivehawaii', 'takethathepatitis', 'moanalua']"
9,1263879696351137797,0.1148148148148148,🌅“Enjoying” #Sunset and waiting for the #covid19 curve 📉 to go down and all these restrictions 🚫😷 and extra calories 🍰🍪 to go away😅🤣 #isolation at the #beach #Dubai #Marina #weekend #picoftheday #photooftheday …  ,"['enjoying', 'sunset', 'waiting', 'covid19', 'curve', 'go', 'restriction', 'extra', 'calorie', 'go', 'away', 'isolation', 'beach', 'dubai', 'marina', 'weekend', 'picoftheday', 'photooftheday']"
10,1263879988639662086,0.06,"Covid Coop.

So I did something over this time in quarantine, and it’s in the process of getting the final touches and verses in. Many of you only know me for photos and maybe clothing but only a select few know that…  ","['covid', 'coop', 'something', 'time', 'quarantine', 'process', 'getting', 'final', 'touch', 'verse', 'many', 'know', 'photo', 'maybe', 'clothing', 'select', 'know']"
