,Tweet_ID,Score,Twitt_Text,Words
0,1251848784495157248,-0.3,Looking for Prevention from #Covid-19?  The CDC recommends a two-step preventive measure: “cleaning of visibly dirty surfaces followed by disinfection.” We can help with our deep cleaning - Contact us Now! Get your…  ,"['looking', 'prevention', 'covid', '19', 'cdc', 'recommends', 'two', 'step', 'preventive', 'measure', 'cleaning', 'visibly', 'dirty', 'surface', 'followed', 'disinfection', 'help', 'deep', 'cleaning', 'contact', 'u', 'get']"
1,1251853570258931712,0.0,"Interview of Corona Virus  Whitefiled, Bangalore  ","['interview', 'corona', 'virus', 'whitefiled', 'bangalore']"
2,1251853834282045443,0.0,"GOOGLE FOR SUBTITLE IF YOU DON'T FOLLOW. 😁

#Stayhome #staysafe #workfromhome #socialdistancing2020 #coronavirus  Lagos, Nigeria  ","['google', 'subtitle', 'follow', 'stayhome', 'staysafe', 'workfromhome', 'socialdistancing2020', 'coronavirus', 'lagos', 'nigeria']"
3,1251853976460500992,0.0,Camera roll travels during lockdown #covid19 #paris #eiffeltower #europe #latergram #shotoniphone  Tour Eiffel  ,"['camera', 'roll', 'travel', 'lockdown', 'covid19', 'paris', 'eiffeltower', 'europe', 'latergram', 'shotoniphone', 'tour', 'eiffel']"
4,1251854331659390979,0.08522727272727272,"‘Ellen’ Crew Furious Over Mysteriously Non-Existant #CoronavirusShutdown Pay: The crew of one Hollywood's richest celebs says communication died since studio production shutdown &amp;  has hired new non-union gig workers for her at-home show!

 ","['ellen', 'crew', 'furious', 'mysteriously', 'non', 'existant', 'coronavirusshutdown', 'pay', 'crew', 'one', 'hollywood', 'richest', 'celebs', 'say', 'communication', 'died', 'since', 'studio', 'production', 'shutdown', 'amp', 'hired', 'new', 'non', 'union', 'gig', 'worker', 'home', 'show']"
5,1251854470914248711,0.0,Who knew this was on our doorstep. Today’s walk. mallyward10 #covid19 #lockdown2020  Lyme And Wood Pits Country Park  ,"['knew', 'doorstep', 'today', 'walk', 'mallyward10', 'covid19', 'lockdown2020', 'lyme', 'wood', 'pit', 'country', 'park']"
6,1251855523017895936,0.5690972222222223,Silver lining moment ... One benefit of COVID-19 is being able to get more miles in and needing replacement shoes sooner. Loving my super bright asics Gel Nimbus. Gotta love online deals !! #myyyc…  ,"['silver', 'lining', 'moment', 'one', 'benefit', 'covid', '19', 'able', 'get', 'mile', 'needing', 'replacement', 'shoe', 'sooner', 'loving', 'super', 'bright', 'asics', 'gel', 'nimbus', 'gotta', 'love', 'online', 'deal', 'myyyc']"
7,1251856044197851137,0.06875000000000002,"DUE TO THE RECENT COVID-19 CONCERNS Hudsonpsychic  IS CURRENTLY ACCEPTING READINGS BY PHONE. TO SCHEDULE A READING BY PHONE PLEASE GIVE Hudson Psychic  A CALL AT (857) 294-6407
 Offering Accurate Readings
Get advice…  ","['due', 'recent', 'covid', '19', 'concern', 'hudsonpsychic', 'currently', 'accepting', 'reading', 'phone', 'schedule', 'reading', 'phone', 'please', 'give', 'hudson', 'psychic', 'call', '857', '294', '6407', 'offering', 'accurate', 'reading', 'get', 'advice']"
8,1251856736060932098,0.5,Subway escalator pre-Corona NYC. #newyork #nyc #newyorkcity  #ny #love #manhattan #usa #city #photography #travel #instagood #manhatten #instagram #like #follow #longisland #america #Cityscape #streetphotography …  ,"['subway', 'escalator', 'pre', 'corona', 'nyc', 'newyork', 'nyc', 'newyorkcity', 'ny', 'love', 'manhattan', 'usa', 'city', 'photography', 'travel', 'instagood', 'manhatten', 'instagram', 'like', 'follow', 'longisland', 'america', 'cityscape', 'streetphotography']"
9,1251856979791839233,0.06875000000000002,"DUE TO THE RECENT COVID-19 CONCERNS Hudsonpsychic  IS CURRENTLY ACCEPTING READINGS BY PHONE. TO SCHEDULE A READING BY PHONE PLEASE GIVE Hudson Psychic  A CALL AT (857) 294-6407
 Offering Accurate Readings
Get advice…  ","['due', 'recent', 'covid', '19', 'concern', 'hudsonpsychic', 'currently', 'accepting', 'reading', 'phone', 'schedule', 'reading', 'phone', 'please', 'give', 'hudson', 'psychic', 'call', '857', '294', '6407', 'offering', 'accurate', 'reading', 'get', 'advice']"
